gene,objective,cycling_constraint
Fam199x,12.879030406328958,1
Abi1,12.878245583168153,0
Cyb5d2,12.87687343087519,0
Rabl2,12.873613473769234,0
Psph,12.872295406265637,0
Xxylt1,12.86898536595127,1
Hist1h3c,12.867095641949396,0
Gas8,12.86674741169684,0
Rab3ip,12.864368539353405,0
D030051J21Rik,12.862539006691161,1
Impdh2,12.859981395005137,1
Ext1,12.859218800490956,0
Eif4g1,12.858696073773949,1
Dlat,12.857510069955353,0
Rpl39l,12.854077788227638,0
Hbs1l,12.845829068007422,0
Scin,12.843811224846753,1
Prmt2,12.836870629885688,0
Ppp1r3g,12.835670557048875,0
Gm15326,12.834368809548115,0
Rpl36a,12.833710497118997,0
Atp2a3,12.832871050969638,1
Nrde2,12.830824178698286,0
Lgals3bp,12.806747421393199,0
Dbt,12.799721274354354,1
Uqcc2,12.795059522481388,0
Il18r1,12.793295633088695,1
Fam83d,12.79321441665097,0
1700052K11Rik,12.772092936321231,0
Tbx21,12.770360697856306,0
Hat1,12.769958519057479,0
Eya3,12.769097541731965,1
Ppp1r3e,12.767153892013697,1
Mettl23,12.759207956247982,0
Gm6034,12.758540047345095,0
4930426L09Rik,12.751487268454696,1
Lrpap1,12.749374353775917,0
Ice2,12.742590003186416,1
Dhx29,12.739885908832813,1
Rsu1,12.733360701337388,0
Mars,12.728248117933422,1
Ccar2,12.727719348484785,1
Asph,12.72771926677404,0
Mcm6,12.722540708829808,0
Olr1,12.718041707691215,0
Zfand1,12.715932874713642,0
Ncam1,12.713584381552613,1
H2-T22,12.709674196578552,1
Rps6,12.707916764615653,1
Ppp1r21,12.707567167844575,1
Pold3,12.697037838793506,0
Gm13856,12.69660763876728,0
Rnf115,12.694949173687162,0
Anks6,12.691414872233365,1
Xcl1,12.682051223821887,0
Wdr12,12.680168058409388,0
Snf8,12.679853085127913,1
Xpot,12.666965323938788,0
Tcerg1,12.663808427915551,0
Rbsn,12.658404311294552,1
Phlpp1,12.657073840595533,1
Zfp91,12.653940115934681,0
Gm29156,12.650161549929624,0
Elmod3,12.648875092318324,0
Gdpd1,12.644432824428323,0
Atp5j,12.638113025759854,0
Mdh1,12.636047929266564,0
Ubtd2,12.629317057330635,0
Ryk,12.628921783467634,1
Il33,12.628276718737805,0
Gm49774,12.627950216379164,1
Naa15,12.627208359406934,0
Kcnk12,12.626672285864522,0
Ctsd,12.625622977910927,1
Fgfr3,12.625377555053428,0
Acaa1b,12.623881785858766,1
Gm37915,12.619623358167091,0
Fam171a2,12.619620135912902,0
H2-Ab1,12.614807282477203,0
Pkp4,12.600599183946487,1
Rft1,12.59454860530323,0
Zfp40,12.591193266156003,1
Mmaa,12.590707127975376,1
Uba3,12.58704922714377,0
Srsf7,12.577128243233599,0
Wdr24,12.562188526532474,1
Slc25a11,12.559798163514222,1
Vamp7,12.559540025565525,0
Cnksr1,12.553886415875974,1
Plat,12.549925492866354,0
Tnfsf14,12.549457205322815,0
Prim1,12.539076404802831,1
Gm38293,12.538699455531283,1
Gm20300,12.535427100393658,1
Pnp,12.532122605806798,1
Arhgef11,12.525263244097278,0
Gm45715,12.52491548233847,1
Ttc41,12.52317087439266,0
Elovl7,12.522647320882818,1
Tlcd1,12.518412266283685,1
Ptpre,12.517617401101806,1
Taco1,12.515109675445476,1
Gm48646,12.515038203688862,0
Arf4,12.514912142126251,0
Trpv2,12.5018230432399,0
Hsdl2,12.501388257908237,0
Myl6,12.495516273022574,1
Mpnd,12.495217920158588,0
Gm16984,12.493568543628639,1
D330041H03Rik,12.491490254263311,0
Nifk,12.491013641699903,0
Ccng1,12.489711688340652,1
Inppl1,12.487484948192325,0
Nr2c2,12.481887178639887,0
Zdhhc6,12.481413864110149,1
Kdm4b,12.480467378241693,1
Gm30934,12.479521403593818,1
0610030E20Rik,12.47820584655752,1
Zfp763,12.473185639669873,0
G730003C15Rik,12.472453534219925,1
Gm11999,12.469074475404414,1
Kbtbd6,12.466259142764647,1
Tprgl,12.462354397007507,1
Rnf2,12.461912266489787,0
Cst3,12.461438646169903,1
Nlrp1b,12.456923688516689,0
Dera,12.442857339083762,1
Pik3r3,12.438796561450955,0
Tsen15,12.43802068466865,1
Mlf2,12.4361862656078,1
Mtmr2,12.4329953397947,1
Sspo,12.43255304944676,1
Wars2,12.427472809669116,0
Gm21188,12.426475945320943,1
Cd3eap,12.42440562435405,1
Xylt1,12.421996955700632,1
Rtkn,12.41717240963605,1
Gm7879,12.416934546528955,0
4930579K19Rik,12.413448323660827,1
Trdv4,12.410324690446329,1
Gm19710,12.409276066775249,1
Klhdc2,12.408162704622834,0
Cmya5,12.402408325355092,1
Gon4l,12.39872011721977,0
Tasor2,12.395053895082539,0
Xrcc6,12.39170580201083,0
Mybl2,12.391512311351967,1
Tbr1,12.388417427563658,1
Mctp1,12.387188913461191,0
Gps1,12.384578687331446,1
Pcnp,12.382662784102983,0
Gdpgp1,12.382475571464054,1
Twf1,12.38186687491877,1
Synj2bp,12.380728242114142,1
Scml2,12.380135529325736,1
Klf2,12.379935324196348,1
Morc2a,12.376594500432189,0
Gm20139,12.371627971754192,0
Snapc4,12.371404255191118,0
Pcnx4,12.369820996394761,1
Pank3,12.36801269574067,1
Dnaja3,12.366483602017755,1
Hbegf,12.366431812890548,0
Tmed4,12.361623023476342,1
Micu3,12.359498658978701,1
Tpi1,12.357388538851811,1
Slc12a8,12.35346634656128,1
Mpig6b,12.349368584559315,1
Meis1,12.342154618693172,1
Hist1h4n,12.338724988978909,1
Tceal1,12.337655158917098,1
Runx3,12.335287124028993,1
Igf1,12.334008497935244,1
Ensa,12.333533304907668,1
Eef2,12.328215499053458,1
Mtus2,12.3270609118602,0
Gm43703,12.326477630193821,0
2310061I04Rik,12.319965895943238,0
Gm43951,12.313963345810663,1
Fbxw2,12.307732059683506,1
Sptbn1,12.304105108535213,1
Plek2,12.298992870744879,1
Mirt1,12.295903303705309,1
Marcksl1,12.295092033847775,1
Rexo1,12.286381386387152,1
Lman2,12.285713273509776,1
Rab10os,12.285395567683931,1
Gm47794,12.284887096860617,1
Kif23,12.281056612172856,1
4930578M07Rik,12.273573813909252,1
Klhl20,12.271656693893428,1
Mtch1,12.270824585324394,1
Golga3,12.263427390423882,1
Rwdd4a,12.263369995383266,1
Samd15,12.262291455301467,1
Srrt,12.260203150620963,1
Mfsd2b,12.254469427045239,1
Ntn1,12.250423976993796,1
Elmo1,12.250286396301892,1
Gnpnat1,12.249895510283473,1
Fdps,12.248556999500329,1
Sbk2,12.24660861401042,1
Srp72,12.243299807748743,1
Nccrp1,12.238598697202187,1
Lamb3,12.235033279275436,1
Mad1l1,12.23330889715481,1
Odf2,12.232118717349113,1
Ints6,12.226597753546669,0
Cand2,12.222348562777647,1
Gm5134,12.221783307033283,0
Copb1,12.218696878944536,0
Ndufb1-ps,12.217427752509005,1
Slc15a1,12.215793552012403,1
Gm17029,12.215108897375652,1
Carmil3,12.214997026602315,1
Yars,12.214098637855933,1
Gata3,12.204397146905917,1
Tbrg4,12.201762874037977,1
Parp8,12.200285456305659,1
Gsdme,12.189010614535812,1
Fam71b,12.185346629352084,1
Slco5a1,12.179102317144995,1
Pds5a,12.16609280893759,1
Apool,12.162131911343039,1
Pde4c,12.160239486164816,1
Pla2g4f,12.157230884749225,1
Edem3,12.148993369136427,1
Ap4s1,12.1487724359217,1
Cebpa,12.145491039222156,1
Ryr1,12.144070402810353,1
Hacd2,12.143607657071161,1
Pxk,12.142666711778553,1
Hist1h2af,12.134602291819991,1
Gm15910,12.128011278389085,1
Nop16,12.12559248728245,0
Il21,12.120468490118705,1
Gm42047,12.117483064676913,0
Acrbp,12.114220767048154,1
Tssc4,12.112077176726386,1
Lyl1,12.111951416153968,1
AC135859.1,12.108347131583152,1
Prkar2b,12.102932211508083,1
Hnrnpa3,12.092157258939238,1
Serpine1,12.08954432654067,1
Lrwd1,12.082434024650512,1
Gm14167,12.067401012980984,1
Meak7,12.05958921496208,0
Gzmc,12.05343266856629,1
Pi16,12.047960545749588,1
Slc15a3,12.037555946793246,0
Smad5,12.035661375567617,1
Tcp1,12.035116829487615,1
Ep400,12.032552298388701,1
Ogdh,12.031707331419357,1
Slc25a47,12.031521184114283,1
Nsun3,12.026185644974452,1
Bcap31,12.025686396447982,1
Alg11,12.017635055083378,1
Usp49,12.015973703676556,0
Gvin1,12.01395225314995,0
Acly,12.013796369980787,1
Snrpc,12.013224005153653,1
Tbcc,12.011760402952197,1
Gas5,12.002254405589108,0
Gcfc2,11.993315686078214,1
Mast1,11.98970696543885,1
Ggps1,11.985976754275114,1
4930579G24Rik,11.985975306753971,0
Prelid3a,11.983604368125242,1
Gm47418,11.97740869335725,1
Unc13d,11.970959900205333,1
Klhl18,11.962966125535413,1
Nbea,11.955643725317175,1
Abcb10,11.954374168125723,1
Gm16541,11.951918973091757,1
Cenpt,11.951683329591042,0
Pcsk4,11.9373326037505,1
Dclk2,11.935830775320374,1
Aasdh,11.928965274617156,1
Rpl7l1,11.92716515960762,1
Chsy3,11.927119050574117,1
Kbtbd7,11.914340903757049,1
Tmem8b,11.899764111652644,1
1700056N10Rik,11.899613556125242,1
P2ry13,11.88526732114745,1
Ilvbl,11.88502098456277,1
Arl4a,11.882714304524702,1
Pcid2,11.881844342178345,1
9230104M06Rik,11.881539695478335,1
Lck,11.878970493911755,1
Smtn,11.876021392164686,1
Cnot9,11.863864916077562,1
Aifm1,11.862278081223097,0
Gm14009,11.859329490575082,1
4933426B08Rik,11.85566335237824,1
4933439C10Rik,11.849033010852516,1
Tm9sf2,11.848636760994188,1
Atf7ip,11.841394362936352,1
BC029722,11.831544352775659,1
Cad,11.823381954631603,1
Kcnd1,11.811768987376785,1
Rasa3,11.811324778204654,1
Eif2ak4,11.807706848994442,1
Sqle,11.80612693433152,1
Fam83e,11.797430006618935,1
Kdelr2,11.79569072384601,1
Zfp593,11.791928951643879,1
Ndufs3,11.791101164798073,1
Amot,11.783426652626,1
Gm37748,11.781833754673201,1
1810062G17Rik,11.779989190139169,1
Atp8b5,11.776282679458438,1
Gm50069,11.774275535086653,1
Gm15675,11.772569119753616,1
Ctc1,11.768593678635066,1
Mms22l,11.76834402107609,1
Ranbp3,11.766058016632758,1
Psmb4,11.758237879682952,1
Iqcn,11.753785897745892,1
Tars,11.753054568642273,1
Prkx,11.752713645745471,1
Gm16201,11.750229621244637,1
Tuba4a,11.745621717897393,1
4933408B17Rik,11.741885448053475,1
Mks1,11.740536885974647,1
Kansl1l,11.738105951299259,1
Slc6a20b,11.73294376940125,1
Riox2,11.73094328810455,1
Xpo1,11.723822072235626,1
Dennd5a,11.723406152251922,0
Rpsa,11.71943792602367,1
Myg1,11.71930071578506,1
4930432K21Rik,11.717692045165412,1
Parl,11.716717112828377,1
Rasal1,11.71598253237873,1
Ndufaf4,11.705493892793134,1
Tmem258,11.69507615417106,1
Mical2,11.693157518003051,1
Ssr1,11.681645848071827,1
Hnrnpll,11.680993128838754,1
Gm48302,11.680279029669732,1
Id1,11.676284251215469,1
Mrgpra6,11.67484233761545,1
C1qa,11.6746472365379,1
Plscr1,11.673858850525473,1
Sprn,11.671450220587678,1
Dhcr24,11.67133561333275,1
Gins4,11.668809559106414,1
Polr3b,11.66878237309175,1
Rac3,11.657994295198433,1
Cbr2,11.640780963733697,1
Agpat5,11.639432091364078,1
Gm11457,11.632562203735135,1
Ldlr,11.631521645594571,1
Slc39a11,11.630280548795646,1
Supv3l1,11.629166355103036,1
Nek3,11.624420734002566,1
BC051142,11.622888090502581,1
Fcf1,11.619464577118308,1
Tcte3,11.615954834845677,1
1110002L01Rik,11.615478413515056,1
Gys1,11.613788268750575,1
Akr1b10,11.61373075741943,1
Crtc1,11.612557019037817,1
Cd6,11.609803579010583,1
Msl1,11.606098883071127,1
Iqcg,11.605171074014695,1
Atf1,11.605020791381977,1
Hagh,11.604280156363838,1
Stag2,11.597695369643661,1
Gm37328,11.596708914141626,1
Lonrf1,11.590651820106984,1
Mcm5,11.585314179060255,1
Psmd11,11.582684205186698,1
Snd1,11.58036960260023,1
Tbck,11.572572610380185,1
Gm19951,11.56237842358403,1
Gm28370,11.555442324070654,1
Nbl1,11.551759181558873,1
Eif4g2,11.551223048088909,1
Cdca8,11.55077938534031,1
Gm50068,11.5386107077983,1
Canx,11.533884758786757,1
Gm13832,11.527685207054464,1
Il13ra1,11.525989508451902,1
Gm31645,11.523803261837767,1
Terb1,11.517019051569294,1
Phf20,11.515396677215572,1
Prkcd,11.51374421549875,1
Ncf1,11.510515178713662,0
Gm26749,11.505969783590201,1
Mre11a,11.498518916011612,1
Nup214,11.496727546070447,1
A730017L22Rik,11.49569071926577,1
Npff,11.494541611090089,1
Csnk2a2,11.494538167137067,1
Maged1,11.489014255790675,1
A230072E10Rik,11.488216592807191,1
Rab34,11.487998467369906,1
Nufip2,11.48125275302226,1
Nsmce3,11.477920130845593,1
Edc4,11.476380502238046,1
Arl8b,11.468179825509653,1
Itgb1bp2,11.462075130362512,1
Gm13563,11.457782019189866,1
Pdcl,11.449387300731273,1
Snx12,11.446464457070482,1
Gm20707,11.445877954832252,1
Chp1,11.443521827962384,1
Pif1,11.440607009083438,1
Foxm1,11.4359338632194,1
Pkd2,11.432605329982119,1
E230032D23Rik,11.417156422663547,1
Gtf2f2,11.416102997934118,1
Met,11.406927625933289,1
Upp2,11.40631540698539,1
Acss1,11.405079891061096,1
Rps27rt,11.40253615952881,1
Trav6-5,11.400057667468237,1
Ggt7,11.39927584446322,1
Abhd2,11.393576879369222,1
Trmt12,11.390439880178587,1
Dubr,11.388795827000603,1
Serinc4,11.386480965558636,1
Nt5c3b,11.385988340468854,1
Pde11a,11.382618845918723,1
St3gal3,11.382369959645693,1
1700034P13Rik,11.378008136360805,1
Ppcdc,11.377654915833055,1
Wtap,11.375708979191495,1
Prr14,11.364260472455,1
Ccdc136,11.362373029699254,1
Aph1a,11.36205701391922,1
Fbln1,11.359857156224978,1
Slk,11.353251464072983,1
Fancm,11.351486602497582,1
Haus8,11.3509812905044,1
Gm10030,11.345785652514724,1
St6galnac6,11.345079742436145,1
Nudcd3,11.336284632020957,1
Kit,11.332733290707786,1
Pop5,11.324322054866332,1
Ccnd1,11.324306849294434,1
Camk2n1,11.324135784252556,1
Cdk2,11.317143423318784,1
Gm20219,11.317097085926928,1
Agtpbp1,11.309086745757268,1
Pskh1,11.306779139822241,1
BC049352,11.304626383407854,0
Snx5,11.300393954518404,1
Eogt,11.290260713782224,1
Chmp1b,11.276566342165431,1
Ier5,11.271966579670249,1
Trp53i13,11.26665814154851,1
G3bp1,11.264097986832676,1
9530077C05Rik,11.261604068845186,1
Fndc11,11.261460349004967,1
N4bp2os,11.252523639314147,1
Mier2,11.252315416924706,1
Ptprcap,11.246187330274308,1
4921516A02Rik,11.244121267133384,1
Ostf1,11.242475962240789,1
Fen1,11.241540609147695,1
Bex4,11.239650911798702,1
Gm15234,11.231155096916158,1
Btbd8,11.2196500163859,1
3110040N11Rik,11.219575950396734,1
Slc31a1,11.218905173143053,1
Gm14399,11.211297217552998,1
Pomc,11.195153155994518,1
Tmem250-ps,11.185629203218008,1
Ranbp10,11.177144091828815,1
Klhl15,11.165055635436701,1
Ifi203,11.164663910172557,1
Ttc9c,11.163242332234283,1
Fancd2,11.161831009700194,1
Sept9,11.157399056690434,1
Msx1,11.151079188334895,1
Hspbp1,11.150730456506391,1
Tssk4,11.143389828797012,1
Dpm2,11.14041798845103,1
Lrrc8d,11.130885638244232,1
Gask1b,11.13085396376061,1
Gm44752,11.12775102898678,1
Gm17477,11.125414088153418,1
4930509E16Rik,11.116400108448639,1
Dpy19l1,11.112494492171813,1
Hras,11.10675162057152,1
Sem1,11.104400449579385,1
Abcg2,11.095142202419755,1
Bphl,11.092409960603614,1
Trim46,11.092382071545702,1
Mis18bp1,11.088345800479656,1
Pnrc1,11.084877462764478,1
Gm33858,11.083606225837254,1
Coro1a,11.07849602111072,1
Ifit1bl2,11.075377399005061,1
Tmem132a,11.073657673448588,1
Dgkd,11.071285313917096,1
Pola1,11.066516627328177,1
Carm1,11.065269163122402,1
Slc32a1,11.065054265990033,1
Mllt1,11.057753029323155,1
Hsp90b1,11.046698949590576,1
Zfp319,11.045231824341407,1
Hcfc2,11.043716015114914,1
Gm9888,11.041980257441525,1
Suv39h2,11.039648840571978,1
Gm42789,11.038163717178625,1
Gm17089,11.033614277875381,1
Dtnb,11.033528759598783,1
Aktip,11.033103095452143,1
Zmym1,11.030155962849493,1
Mapk1,11.026740524166568,1
Evpl,11.025807062861317,1
Vwa2,11.025367942327254,1
Ankrd55,11.02506430353171,1
Cib1,11.005327845848338,1
Pex2,11.003983630391287,1
Wdr43,11.001415059773262,1
Trappc1,10.995617171245344,1
Rad18,10.991651160336003,1
Tbc1d9,10.988205908076663,1
Mrpl58,10.98300078454136,1
Shcbp1l,10.981713594200551,1
Prdm4,10.979918061205895,1
Faah,10.978669652438645,1
Iqcd,10.970948552379342,1
Gm10584,10.949587732893173,1
Rrp1b,10.94752257000872,1
Batf,10.946532748429963,1
Hist4h4,10.939420836046907,1
Virma,10.936871395127982,1
Gm44777,10.92288523895684,1
Spire2,10.919979380710277,1
Acaca,10.91047221581721,1
Zdhhc20,10.909517246480894,1
Etfa,10.908749268782167,1
Ubac1,10.900482581359164,1
Dctpp1,10.899456924922818,1
Atad1,10.897575044086027,1
Dhrs13,10.89624937404322,1
Ppp6r1,10.875429465754609,1
Prps1l3,10.863456528520636,1
Pdzd8,10.84923978812358,1
Hesx1,10.845342051029897,1
Qtrt2,10.839213895754943,1
Fbxl2,10.83004535080605,1
Maip1,10.829037372482391,1
Tra2a,10.824813845085492,1
Bub1b,10.82179603834224,1
H1fx,10.815283292772083,1
Ptprm,10.814714836243661,1
AC113595.1,10.810956759838168,1
Lrch3,10.807227980378576,1
Ebna1bp2,10.804618209602351,1
Smap2,10.803875245105944,1
Mycl,10.80072805419701,1
Zdhhc18,10.799708021800551,1
Antxr1,10.7979413517575,1
Aak1,10.79729841059727,1
Adipor1,10.793379577690347,1
1700022N22Rik,10.788840104539956,1
Cct3,10.788814228739616,1
Cct6a,10.786817913837023,1
Atp6v1d,10.78455589111486,1
Cep83,10.782933649658904,1
Yap1,10.780242638907861,1
Cfap298,10.773215330827226,1
Htra4,10.769774383038984,1
Wdr13,10.76019058473785,1
Ythdf2,10.754165068241992,1
Nfat5,10.75117115678267,1
2010315B03Rik,10.748583743013857,1
Hecw2,10.747011850434525,1
Sytl2,10.733425991850073,1
Grina,10.731183651976451,1
Pls1,10.730123104160745,1
Nudt2,10.725793475814836,1
Dcp2,10.711795844791808,1
Ndufs8,10.705583557408008,1
Galk2,10.703773811962211,1
Mettl15,10.702272233545191,1
Tnnc1,10.699460972123044,1
Tprn,10.697380711546241,1
Rbis,10.687659604986782,1
Exosc7,10.682898389087232,1
Gm48960,10.682446225313827,1
Poc1a,10.678879167133688,1
Npas4,10.67886008426953,1
Mapk7,10.675609348314033,1
Lyplal1,10.667487162846008,1
Zfp654,10.665002197653525,1
Ccdc96,10.6649836694704,1
Prorsd1,10.66475822246871,1
Inca1,10.6589160982756,1
Tmco4,10.651427571600545,1
S100a6,10.650563579754001,1
Dnajc7,10.643561715894307,1
Hsf4,10.64323859361669,1
Plppr3,10.642840014101258,1
Sec24a,10.642034374012962,1
Aida,10.638122121910449,1
Rtf2,10.631910028503794,1
Psmc4,10.628314211172537,1
Haus6,10.622646440047703,1
Syt11,10.62249487452139,1
Cdk16,10.619014618687688,1
Rrn3,10.60973672866309,1
Rad51d,10.609663562433376,1
Mnat1,10.608211079835423,1
Aff1,10.607263986638818,1
Rab38,10.60488530719832,1
D630045J12Rik,10.602138145058259,1
Pfkm,10.59479924935185,1
9430060I03Rik,10.58931745548533,1
A430005L14Rik,10.587424219162541,1
Map2k1,10.586363014089711,1
Derl2,10.5849544255844,1
Pcdhga12,10.571247787639008,1
Plch1,10.570689658874784,1
Nrarp,10.566134837922084,1
Syce1,10.562410818257026,1
H2-Q6,10.559228848234852,1
Cks1b,10.559057229097427,1
Cdkn2a,10.55897290191073,1
Snip1,10.554435124992334,1
Unc5cl,10.551307818353356,1
Cdc73,10.550370774654704,1
Dbnl,10.549328471061974,1
B4galt4,10.548851601898326,1
Nrtn,10.546064560277859,1
Strc,10.541325615531138,1
Fbxl6,10.540679207231562,1
Gm47798,10.540506535005111,1
Hist1h4d,10.533865734161706,1
Pih1d1,10.533292716997845,1
Exosc4,10.52929462543727,1
4931428F04Rik,10.528155767120326,1
Serbp1,10.526361532716825,1
Atp11b,10.525325048624609,1
Psmd2,10.521270019033903,1
Cd53,10.518190733194269,1
Cnga1,10.517110852841128,1
Rab11a,10.515369169184805,1
Cdpf1,10.514812155031947,1
Gm4631,10.512891278304133,1
Tmf1,10.511726482602729,1
Fem1c,10.510974016044324,1
Ddx47,10.508477753357418,1
Dnaaf2,10.503113894486287,1
Gm14321,10.502261803130493,1
Kdm7a,10.497297383136845,1
Mau2,10.482188177188911,1
Zfp810,10.480127232550434,1
Sncb,10.476067819844827,1
Ei24,10.471540367093109,1
Dpy19l3,10.461377512918205,1
Commd4,10.453157403389609,1
Glis1,10.452854550544277,1
Hace1,10.448696613135596,1
Rps6kb1,10.443570488560049,1
2610507I01Rik,10.440270971907362,1
Aldh7a1,10.439865308855445,1
Riok2,10.439411062424385,1
Kcnk10,10.43681430206722,1
Atxn10,10.43602747244229,1
Frmd6,10.422583941068153,1
1700048O20Rik,10.414153604173176,1
Brd3,10.409838973371627,1
Gm35315,10.406724379181002,1
Plrg1,10.406200096648385,1
Glo1,10.404864920477884,1
Traf3ip3,10.400860768090979,1
Emp1,10.399327882370391,1
Cacybp,10.398484855404101,1
Atp5h,10.398139092577376,1
Nbn,10.396781629993509,1
Cfap300,10.396490826569327,1
Erap1,10.396167283428872,1
Ruvbl1,10.396039684327597,1
Ccdc146,10.395320286968534,1
Gm1673,10.39271552258709,1
Gm32468,10.390955706165776,1
Trim13,10.387062660908681,1
Tinf2,10.385874872880025,1
Sh3pxd2b,10.375588266729252,1
Ddit4,10.373904017600113,1
Pnn,10.372100656939898,1
Mark2,10.360219773960129,1
Atat1,10.350292836393637,1
Cand1,10.350059336437132,1
Erich1,10.344059176052154,1
Mansc1,10.342779585628849,1
Cep162,10.34207135570168,1
Tmprss13,10.333577109523029,1
4930469K13Rik,10.330001038832407,1
Rpp38,10.326206872316668,1
1810044D09Rik,10.318853086311973,1
Zfp383,10.315019259509514,1
Ccnf,10.310277397508829,1
Zfp598,10.309865712515112,1
4930444A19Rik,10.296139259355545,1
Sppl2b,10.292181686293004,1
Rad54l,10.289691304590312,1
Fabp5,10.288547809366955,1
Fbxo36,10.285800744956823,1
Farsb,10.282307047415033,1
4930562F07Rik,10.27903896249134,1
Mib1,10.271124174941326,1
Prps2,10.27070434521145,1
H2-Q1,10.264379922681172,1
Slc25a1,10.25389467680731,1
