gene,objective,cycling_constraint
Mcm6,0.83106995,0
Gm21188,0.8309736,1
Nifk,0.83007526,0
Rab3ip,0.82963884,0
Ctsd,0.82960767,1
Trpv2,0.829137,0
Myl6,0.8290044,1
Cyb5d2,0.82898724,0
Nr2c2,0.8286712,0
Ubtd2,0.82862526,0
Uba3,0.8286217,0
Slc25a11,0.8284373,1
Gdpd1,0.8281892,0
Gm48646,0.8281641,0
Prim1,0.82791793,1
G730003C15Rik,0.82783943,1
Fam171a2,0.8277631,0
H2-Ab1,0.82710296,0
Gm45715,0.8267001,1
Zdhhc6,0.8265936,1
Vamp7,0.82652164,0
Gm38293,0.82652074,1
Twf1,0.82649255,1
Tprgl,0.82624125,1
Rtkn,0.8261299,1
Dera,0.8258603,1
Plat,0.8257656,0
0610030E20Rik,0.82539016,1
Hsdl2,0.8253763,0
Arf4,0.8253526,0
Gm7879,0.82499766,0
Atp5j,0.8249913,0
Kbtbd6,0.82484484,1
Fgfr3,0.82462054,0
Mtmr2,0.8244472,1
Ntn1,0.8244072,1
Pnp,0.82423145,1
Tbr1,0.8241219,1
Cst3,0.82347226,1
Mirt1,0.8233423,1
Tlcd1,0.82315147,1
Tpi1,0.8225332,1
Slc12a8,0.8210749,1
Tceal1,0.8209885,1
Elovl7,0.8208039,1
Ttc41,0.82061625,0
Snapc4,0.82059157,0
Gm30934,0.82051104,1
Igf1,0.82044953,1
4930579K19Rik,0.8204232,1
Mtch1,0.8204191,1
Trdv4,0.82011133,1
Rft1,0.8198908,0
Tnfsf14,0.8197578,0
Micu3,0.8197422,1
Tsen15,0.81966114,1
Srrt,0.8195362,1
Eef2,0.8192558,1
Scml2,0.81919295,1
Mybl2,0.819094,1
Pik3r3,0.8186952,0
Synj2bp,0.8185217,1
Gdpgp1,0.81844264,1
Inppl1,0.81812316,0
Mpig6b,0.8176069,1
Sspo,0.817177,1
Il33,0.8171148,0
Xylt1,0.81699747,1
Cd3eap,0.81647867,1
Hist1h4n,0.81624687,1
Zfp763,0.8160778,0
Rab10os,0.8160237,1
Ptpre,0.8159626,1
Cmya5,0.8156479,1
Fbxw2,0.8155576,1
Klhl20,0.8154518,1
Pcnp,0.81540394,0
Ints6,0.8151393,0
Gm11999,0.8150902,1
Gm43951,0.8146542,1
Pank3,0.8145955,1
Gsdme,0.8141502,1
Gps1,0.8138949,1
Tasor2,0.81385446,0
Dnaja3,0.81381774,1
Ensa,0.8130903,1
Kif23,0.8129749,1
Marcksl1,0.8129678,1
Rwdd4a,0.8128005,1
Hbegf,0.8127737,0
Mlf2,0.8127361,1
Tssc4,0.8126086,1
Gm43703,0.81196886,0
Xrcc6,0.81194335,0
Pcnx4,0.8117936,1
Rnf2,0.810961,0
Pla2g4f,0.81095785,1
Mpnd,0.8108125,0
Pds5a,0.81039387,1
Wars2,0.8101149,0
Samd15,0.80986774,1
Meis1,0.80973744,1
Hist1h2af,0.80949634,1
Gon4l,0.8094695,0
Lrwd1,0.80910534,1
Mad1l1,0.80902547,1
Morc2a,0.80870366,0
Gm20139,0.8086267,0
Runx3,0.80821246,1
Apool,0.80809444,1
Sbk2,0.8077739,1
Il21,0.807595,1
Gm47794,0.80750114,1
Usp49,0.80727875,0
Parp8,0.8067487,1
Fdps,0.8062982,1
2310061I04Rik,0.8062525,0
Sptbn1,0.8061085,1
Tbrg4,0.80582905,1
Gnpnat1,0.8057034,1
Gm17029,0.8054307,1
Gm42047,0.80506915,0
Tmed4,0.80495244,1
Nccrp1,0.80476415,1
Fam71b,0.80467033,1
Pde4c,0.8044696,1
Srp72,0.8043524,1
Elmo1,0.8040211,1
Mfsd2b,0.8038022,1
Lyl1,0.8034526,1
Mctp1,0.80299926,0
Yars,0.80290776,1
Carmil3,0.8028264,1
4930578M07Rik,0.8025379,1
Nlrp1b,0.80218446,0
Gata3,0.800703,1
Odf2,0.8006976,1
Golga3,0.80030996,1
Rexo1,0.7998671,1
Gas5,0.79983294,0
Ndufb1-ps,0.7993157,1
Pi16,0.79921126,1
Serpine1,0.79875016,1
Lamb3,0.7986918,1
Slc15a1,0.7985713,1
Mtus2,0.798409,0
Acrbp,0.7983021,1
Pxk,0.79823023,1
Copb1,0.7982236,0
Gm47418,0.79764205,1
Gzmc,0.79703623,1
Cebpa,0.7969418,1
Hnrnpa3,0.7967115,1
Ogdh,0.7966104,1
Tbcc,0.79649353,1
Slc15a3,0.7964054,0
Edem3,0.7963509,1
Slc25a47,0.79610175,1
Hacd2,0.79609483,1
Ap4s1,0.7960814,1
Cand2,0.7959948,1
Tm9sf2,0.7957367,1
Plek2,0.79514253,1
Gm15910,0.79497313,1
AC135859.1,0.7945911,1
Nsun3,0.7939433,1
Prelid3a,0.7935285,1
Abcb10,0.79311544,1
Meak7,0.7928163,0
Prkar2b,0.79096365,1
Mast1,0.79021204,1
Tcp1,0.790034,1
Smad5,0.78998417,1
Acly,0.7896096,1
Lman2,0.78935987,1
Klhdc2,0.7889168,0
Ryr1,0.78869474,1
Nbea,0.78866905,1
Snrpc,0.7882599,1
Gvin1,0.78822833,0
Gm14167,0.7879477,1
Gcfc2,0.7876583,1
Kbtbd7,0.7875159,1
Pcsk4,0.7873486,1
Slco5a1,0.7871209,1
Unc13d,0.7860926,1
4930579G24Rik,0.7860923,0
Alg11,0.78551096,1
Bcap31,0.7851565,1
Pcid2,0.78496504,1
Gm14009,0.7848322,1
Chsy3,0.7846858,1
Dclk2,0.7842249,1
Tmem8b,0.7840849,1
Ilvbl,0.78388536,1
1700056N10Rik,0.7838646,1
4933426B08Rik,0.78383726,1
Gm5134,0.78350264,0
Gm16541,0.7831454,1
Nop16,0.7823347,0
Ggps1,0.7820643,1
P2ry13,0.7820544,1
Xpo1,0.78126246,1
Atf7ip,0.780685,1
Arl4a,0.780108,1
Parl,0.77990973,1
Smtn,0.7790689,1
Klhl18,0.77898014,1
Mms22l,0.778517,1
Ep400,0.77807635,1
1810062G17Rik,0.7779354,1
Ctc1,0.77790433,1
Gm37748,0.7774791,1
Prkx,0.7770718,1
Aasdh,0.7768294,1
Cad,0.7760551,1
Rpl7l1,0.7757925,1
Hnrnpll,0.77568245,1
Cnot9,0.7754012,1
Rpsa,0.7745588,1
BC029722,0.77427536,1
Fam83e,0.7740876,1
Kcnd1,0.77381945,1
Ranbp3,0.7725189,1
Rasa3,0.77191496,1
Mical2,0.7718291,1
4933408B17Rik,0.7713581,1
Sqle,0.7706792,1
Slc6a20b,0.77060133,1
Gm16201,0.77020663,1
Gm50069,0.7698473,1
Tuba4a,0.7698048,1
Ndufaf4,0.7697341,1
Kansl1l,0.76962477,1
Mks1,0.7694626,1
Supv3l1,0.7693496,1
Lck,0.76909214,1
Ndufs3,0.76862204,1
Dhcr24,0.76810217,1
Kdelr2,0.7679983,1
Tars,0.7679779,1
Gm15675,0.76771545,1
Riox2,0.7676347,1
Myg1,0.76754755,1
Terb1,0.7675067,1
Gm48302,0.7674266,1
Dennd5a,0.7673002,0
Crtc1,0.7672182,1
Cenpt,0.767006,0
Cd6,0.7669346,1
Rasal1,0.7667795,1
9230104M06Rik,0.76645553,1
Eif4g2,0.7662991,1
Polr3b,0.7659438,1
Plscr1,0.765358,1
Eif2ak4,0.76522815,1
Psmb4,0.76479167,1
4933439C10Rik,0.7647603,1
Amot,0.7642777,1
Ldlr,0.7638413,1
Zfp593,0.7637957,1
4930432K21Rik,0.7632522,1
Gys1,0.76223254,1
Atp8b5,0.7620255,1
Iqcn,0.76200515,1
Aifm1,0.76155424,0
Agpat5,0.761511,1
Tcte3,0.76134855,1
C1qa,0.76121837,1
Id1,0.7608976,1
Ncf1,0.7607301,0
Abhd2,0.7602193,1
Ssr1,0.76020503,1
Slc39a11,0.75996923,1
Pif1,0.75968254,1
Gm11457,0.759293,1
Stag2,0.7591713,1
Cdca8,0.75883543,1
Sprn,0.75834775,1
Fcf1,0.75823075,1
Gm37328,0.75808436,1
BC051142,0.7575012,1
Snd1,0.7574702,1
Dubr,0.7572389,1
Akr1b10,0.7572243,1
Snx12,0.7571862,1
Gins4,0.75718474,1
Hagh,0.75674224,1
Canx,0.7558665,1
Nek3,0.755786,1
Rac3,0.7556981,1
Mrgpra6,0.75560087,1
Kit,0.75508,1
Phf20,0.75496763,1
Gm19951,0.75492424,1
Gm31645,0.75481534,1
Mcm5,0.75469685,1
Rab34,0.75445753,1
Pkd2,0.7544098,1
Arl8b,0.7541168,1
Lonrf1,0.7529855,1
Pskh1,0.75285375,1
A730017L22Rik,0.7526934,1
Gm26749,0.7525046,1
Gm50068,0.7521575,1
Gm13832,0.75190926,1
Npff,0.7515004,1
Iqcg,0.7514876,1
Pdcl,0.75120735,1
Prkcd,0.7509047,1
Maged1,0.7505819,1
Edc4,0.75055903,1
Nt5c3b,0.74967384,1
St3gal3,0.7496284,1
Nsmce3,0.7495347,1
Msl1,0.7495141,1
Nup214,0.74941653,1
Gm13563,0.74932766,1
Gtf2f2,0.7491137,1
Ppcdc,0.74893516,1
Prr14,0.7487383,1
Ggt7,0.74863595,1
Atf1,0.74848413,1
Csnk2a2,0.7482052,1
Itgb1bp2,0.7481895,1
Camk2n1,0.7479192,1
Rps27rt,0.74778944,1
Il13ra1,0.7474699,1
A230072E10Rik,0.74741364,1
1110002L01Rik,0.74722844,1
Chp1,0.7467619,1
Tmem258,0.7463771,1
Ranbp10,0.7462713,1
Psmd11,0.746001,1
Foxm1,0.7452215,1
E230032D23Rik,0.7451936,1
Nufip2,0.7445754,1
N4bp2os,0.74454004,1
Wtap,0.74378264,1
Mre11a,0.74377024,1
Cbr2,0.7436843,1
Nbl1,0.7435665,1
Trmt12,0.7430702,1
Aph1a,0.7426284,1
Gm10030,0.74255055,1
Bex4,0.74215275,1
Ostf1,0.741613,1
St6galnac6,0.7413725,1
Haus8,0.74116707,1
Upp2,0.7410157,1
Pop5,0.7409366,1
Gm28370,0.74061143,1
Acss1,0.74038655,1
Trav6-5,0.739843,1
Mier2,0.73978645,1
Serinc4,0.73967713,1
Slk,0.7384178,1
Bphl,0.73829085,1
Tbck,0.7379304,1
1700034P13Rik,0.73705256,1
Nudcd3,0.7364458,1
Ier5,0.73626906,1
Agtpbp1,0.73594546,1
Gm15234,0.7354641,1
Ccnd1,0.7352067,1
Cib1,0.7340349,1
Gm20219,0.7336359,1
Eogt,0.73362315,1
Abcg2,0.7335249,1
Ccdc136,0.733493,1
Gm20707,0.7331978,1
Pomc,0.7331338,1
Snx5,0.73311883,1
Tssk4,0.7327791,1
Fbln1,0.7326982,1
Ptprcap,0.7319742,1
BC049352,0.73159754,0
9530077C05Rik,0.7315313,1
Msx1,0.7314342,1
Met,0.7312315,1
Fancm,0.7311754,1
Dpy19l1,0.7304022,1
Pde11a,0.7298336,1
G3bp1,0.7298072,1
Trp53i13,0.729648,1
Ifi203,0.7292071,1
Carm1,0.72867763,1
Btbd8,0.7283452,1
Gm33858,0.72834283,1
Tmem132a,0.7277875,1
Fancd2,0.7273944,1
Fen1,0.7273726,1
Klhl15,0.7273724,1
Hras,0.72731674,1
Hspbp1,0.7265599,1
Fndc11,0.7264648,1
Slc32a1,0.72641337,1
Slc31a1,0.7262333,1
Ttc9c,0.7257356,1
Gm14399,0.72554755,1
Cdk2,0.72540724,1
Maip1,0.7246153,1
Wdr43,0.7245529,1
Sept9,0.7244393,1
Gm42789,0.7242828,1
Pola1,0.7240259,1
Mis18bp1,0.7231729,1
Trim46,0.72216237,1
Dpm2,0.7221383,1
Pnrc1,0.72180414,1
Etfa,0.72164124,1
4921516A02Rik,0.7212967,1
Zmym1,0.72121954,1
4930509E16Rik,0.7205258,1
Aktip,0.7203152,1
Zfp319,0.71909606,1
Gm44752,0.7190621,1
Sem1,0.71773714,1
Mrpl58,0.7172857,1
Mapk1,0.7171163,1
Dtnb,0.7168644,1
Hsp90b1,0.71645916,1
Dctpp1,0.71543723,1
Coro1a,0.7142714,1
Chmp1b,0.7140906,1
Shcbp1l,0.71401894,1
Ifit1bl2,0.71362174,1
Iqcd,0.7133801,1
Lrrc8d,0.7132668,1
Atp6v1d,0.7125337,1
Vwa2,0.7124081,1
3110040N11Rik,0.7121292,1
Acaca,0.7119975,1
Gm44777,0.7119879,1
Tbc1d9,0.71185327,1
Zdhhc20,0.7109895,1
Gm17089,0.7109658,1
Batf,0.7107253,1
Rad18,0.7100104,1
Gm9888,0.70926046,1
Hcfc2,0.70909935,1
Htra4,0.70891726,1
Zdhhc18,0.70887977,1
Atad1,0.70879614,1
Ankrd55,0.70859605,1
Ppp6r1,0.7082467,1
Prps1l3,0.7080984,1
Dgkd,0.7079984,1
Gm10584,0.7072509,1
Prdm4,0.70723313,1
Rrp1b,0.7063412,1
Mllt1,0.7059235,1
Gm17477,0.70582896,1
Tra2a,0.70497173,1
Virma,0.70436686,1
Tmem250-ps,0.7040206,1
AC113595.1,0.7038559,1
Gask1b,0.7036655,1
1700022N22Rik,0.70361245,1
Suv39h2,0.7034508,1
Exosc7,0.70310533,1
Hesx1,0.7030463,1
Trappc1,0.7026644,1
Qtrt2,0.70262414,1
Pex2,0.70252734,1
Pdzd8,0.7022321,1
Smap2,0.7021674,1
Grina,0.7021023,1
Mycl,0.7011583,1
Aak1,0.7002376,1
Gm47798,0.699828,1
Lrch3,0.6997229,1
Cct3,0.6989973,1
Zfp654,0.69867957,1
Ythdf2,0.6981273,1
Poc1a,0.6975337,1
Fbxl2,0.6972426,1
Nudt2,0.6968884,1
Antxr1,0.696802,1
Ptprm,0.6964699,1
Cep83,0.6958233,1
Faah,0.695597,1
Mettl15,0.69546854,1
Hist1h4d,0.69505966,1
Bub1b,0.6946594,1
Rbis,0.6945846,1
Spire2,0.6940735,1
Hist4h4,0.69329953,1
Plppr3,0.69329613,1
Pfkm,0.6925684,1
Hecw2,0.69231397,1
Tnnc1,0.6921583,1
Sytl2,0.69182205,1
2010315B03Rik,0.6917677,1
Adipor1,0.6917063,1
Galk2,0.691574,1
Yap1,0.69154,1
Snip1,0.6913619,1
Hsf4,0.69121826,1
Lyplal1,0.691184,1
Psmc4,0.6907096,1
Inca1,0.69006646,1
Npas4,0.689717,1
Cfap298,0.6896758,1
H1fx,0.689428,1
Ccdc96,0.68903404,1
Rad51d,0.6886766,1
Gm48960,0.6885922,1
Rab38,0.6878636,1
Strc,0.68782675,1
Riok2,0.6875951,1
Ebna1bp2,0.68709624,1
Syt11,0.6867486,1
Ubac1,0.68665564,1
Pls1,0.6862115,1
Haus6,0.6859552,1
Evpl,0.6857386,1
Ndufs8,0.6853118,1
Pcdhga12,0.68530583,1
Rab11a,0.6848474,1
Nfat5,0.6848098,1
Tmco4,0.68480897,1
Gm4631,0.68454975,1
Dcp2,0.6845013,1
Dnajc7,0.6843013,1
Sncb,0.68381566,1
Wdr13,0.6837222,1
Aff1,0.68323326,1
Unc5cl,0.6831011,1
Pih1d1,0.68302274,1
4931428F04Rik,0.6830008,1
Zfp810,0.6829327,1
Nrtn,0.6825462,1
Dnaaf2,0.6823477,1
S100a6,0.6820986,1
Cks1b,0.68206275,1
Tprn,0.6819397,1
Tmprss13,0.6816967,1
Syce1,0.6813816,1
B4galt4,0.6813481,1
Derl2,0.6809878,1
A430005L14Rik,0.68067116,1
Mnat1,0.6806631,1
Aida,0.68052834,1
Cdpf1,0.68032616,1
Cct6a,0.6802942,1
Sec24a,0.679781,1
Prorsd1,0.6795176,1
Dhrs13,0.6791376,1
Rtf2,0.6788443,1
Cdc73,0.6786363,1
Gm14321,0.6780679,1
Dbnl,0.6780266,1
Sppl2b,0.6776383,1
Atat1,0.6774432,1
2610507I01Rik,0.6774185,1
Plrg1,0.6771528,1
Cnga1,0.67682046,1
H2-Q6,0.6766123,1
Gm32468,0.67655826,1
Cdk16,0.676541,1
Ddx47,0.67637855,1
Dpy19l3,0.6754648,1
Plch1,0.67485964,1
Cd53,0.6748487,1
Fem1c,0.67472506,1
Mib1,0.6745945,1
Kdm7a,0.67427886,1
Atp11b,0.67402893,1
Cdkn2a,0.6740115,1
Serbp1,0.67397463,1
Rnd3,0.6739708,1
Emp1,0.6737464,1
Rrn3,0.6736209,1
Fbxl6,0.6728611,1
Kcnk10,0.67270356,1
Mapk7,0.6726676,1
CAAA01118383.1,0.67263454,1
Nrarp,0.6724804,1
Zfp598,0.67202073,1
Gng5,0.6718302,1
1810044D09Rik,0.67131084,1
Gm35315,0.67072064,1
Traf3ip3,0.6706523,1
Egf,0.6705946,1
Tmf1,0.6705337,1
Fabp5,0.67052877,1
Gm1673,0.6700019,1
1700096K18Rik,0.66995066,1
D630045J12Rik,0.6698689,1
Pnn,0.66941625,1
Aldh7a1,0.669076,1
Psmd2,0.66873163,1
Sh3pxd2b,0.6684097,1
Brd3,0.6682888,1
Cacybp,0.6682804,1
Tinf2,0.66810197,1
Cfap300,0.6680138,1
Rps6kb1,0.6678358,1
Hace1,0.6676293,1
Ccdc146,0.66734594,1
Atxn10,0.6672979,1
Mau2,0.66717964,1
Frmd6,0.66714615,1
Glis1,0.66694134,1
Erap1,0.6668321,1
9430060I03Rik,0.6665975,1
Cat,0.66655254,1
Rpp38,0.66650534,1
Ei24,0.66643906,1
Fbxo36,0.6651381,1
Atp10a,0.66505957,1
Commd4,0.66495496,1
Farsb,0.6646996,1
Cand1,0.66384834,1
Ruvbl1,0.6635099,1
Nbn,0.6634442,1
H2-Q1,0.6634405,1
2410022M11Rik,0.6634282,1
Exosc4,0.66334987,1
4930469K13Rik,0.6633438,1
Eef1b2,0.6627487,1
Ccnf,0.6623102,1
Map2k1,0.6623084,1
Hist1h2ap,0.6621944,1
Atp5h,0.6621427,1
Zfyve19,0.6617654,1
1700048O20Rik,0.6608367,1
Trim13,0.6600484,1
Zfp383,0.65977865,1
Mansc1,0.6596108,1
Xrcc4,0.65950406,1
4930562F07Rik,0.65941083,1
Eri2,0.6591054,1
Ager,0.6586021,1
Zfp975,0.6582807,1
Rab10,0.65809333,1
Mark2,0.6576799,1
4930444A19Rik,0.6576113,1
Gm14718,0.65752065,1
Tmem62,0.657318,1
Gtf2e2,0.657285,1
Napb,0.6569841,1
Erich1,0.656521,1
Slc25a1,0.6563843,1
Prps2,0.6555184,1
Crnkl1,0.6551079,1
Cep162,0.6546154,1
Elp5,0.65380824,1
Gchfr,0.65338147,1
1110065P20Rik,0.6533489,1
Eef1a1,0.6526199,1
Phlpp2,0.6524367,1
Tagln2,0.6523691,1
Marveld2,0.65211916,1
Gm12631,0.6518367,1
Mmp23,0.65176696,1
Btbd6,0.6516872,1
Cks2,0.6516788,1
Ddit4,0.65131927,1
Snx18,0.65096974,1
Nampt,0.65092474,1
Eno1,0.65031856,1
Dmap1,0.6502976,1
Tbc1d20,0.64995784,1
Rad51b,0.6497626,1
Rps6ka6,0.64954126,1
Zdhhc2,0.6486971,1
Il4i1,0.6486775,1
Dbx1,0.64862347,1
Cd164,0.6483257,1
Jun,0.6482806,1
Sobp,0.6482713,1
Mtif2,0.6480839,1
Tnks,0.6480006,1
A430105J06Rik,0.64791507,1
Gm10451,0.64787215,1
Glo1,0.6477126,1
Siglece,0.6475926,1
Use1,0.6472839,1
Eef1akmt4,0.6471205,1
Gm28347,0.6465975,1
St13,0.64623433,1
Ttc30a1,0.6460042,1
Gm38979,0.64552265,1
Gm4673,0.6455108,1
Phf23,0.6454905,1
Nop56,0.6452993,1
Ddx46,0.645282,1
Alox5,0.6450966,1
Slc44a1,0.6450446,1
Srcap,0.64499557,1
Mrpl33,0.644902,1
B230334C09Rik,0.6446628,1
Srpk1,0.6444186,1
Sinhcaf,0.64339334,1
Gm26876,0.6427732,1
1110006O24Rik,0.6425662,1
Rps11,0.6425217,1
Pum3,0.642424,1
Olfr920,0.64185405,1
Mrps5,0.6415202,1
Dolk,0.6413257,1
Lyar,0.6412985,1
Gns,0.64034873,1
Mcee,0.63952404,1
2210417A02Rik,0.63918835,1
Gngt2,0.6389512,1
Zfp668,0.6388154,1
Chuk,0.63874954,1
Chd4,0.6386947,1
Rad54l,0.63849896,1
Gnl3l,0.6384885,1
Malt1,0.6381854,1
Aamp,0.6381535,1
Anln,0.6381396,1
Trbv12-2,0.63804483,1
Tfg,0.63782763,1
Nfic,0.6372744,1
Shmt1,0.6365905,1
Fam136a,0.63599193,1
Gm47772,0.63541937,1
Myl6b,0.6353809,1
Cdc5l,0.63535655,1
Tob2,0.6351317,1
Hdac6,0.63497317,1
Lamc1,0.63472,1
Sfxn5,0.63453954,1
Ncor1,0.6344511,1
Akap11,0.63372886,1
Lrrc46,0.63343316,1
Chpf,0.6333346,1
Mrps35,0.63322383,1
Spcs2,0.63303626,1
Eldr,0.6329603,1
Map7,0.63262683,1
Capns1,0.6324679,1
Usp9x,0.6321473,1
Dnajc1,0.6312929,1
Ung,0.6311026,1
Gpbp1,0.630704,1
Eif4e2,0.630704,1
Slc39a13,0.6303173,1
Smim26,0.6303125,1
Yy1,0.62999004,1
Rbpj,0.6296009,1
Blm,0.6294031,1
Strip2,0.6292899,1
Gpr3,0.6286919,1
Dnajc9,0.6285244,1
Mrpl57,0.6281881,1
Nup54,0.6276941,1
Top2a,0.62752867,1
Chd1,0.62747777,1
Gbp10,0.62732893,1
Nono,0.627293,1
Hddc2,0.6271691,1
2700081O15Rik,0.6269154,1
